,url,tag
0,http://images.bizrate.com/resize?sq=160&uid=597888777,jean
1,https://www.rikkiekinderkleding.nl/images/artikels/2024/0_lijst.jpg,jean
2,http://upload.ecvv.com/upload/Product/20084/China_Diesel%20jeans%20lee%20LV%20LA%20trousers%20blouse%20purse%20nike%20shoes%20bag%20fashion%20summer%20wear%20casual%20jeans%20wear20084222105434.jpg,jean
3,http://www.peacocks.co.uk/Images/Products/36126104_L.jpg,jean
4,http://images1.speurders.nl/images/47/4745/47452081_1_detail.jpg,jean
5,http://farm1.static.flickr.com/130/419165433_965f57ebed.jpg,jean
6,http://static.flickr.com/1208/828106157_41edaa5e3e.jpg,jean
7,http://www.styleguru.org/images/denim-rules_14.jpg,jean
8,http://cn.made-in-china.com/image/2f0j01QRITUNpBuaudM/女装怀旧磨烂牛仔裤+-+0651120.jpg,jean
9,http://3.bp.blogspot.com/_bkoB7t6j614/Rk892t2TvkI/AAAAAAAAAAM/OpJhGxCTELY/s400/PICT0020.JPG,jean
10,http://www.viatrading.com/assets/Image/Product/detailsbig/CKJeans/CK109.JPG,jean
11,http://www.kaboodle.com/hi/img/2/0/0/dd/2/AAAAAqcSdVwAAAAAAN0urw.jpg,jean
12,http://pic11.eachnet.com/user_1007570234/product/tianzhen999/9.23/LEE②727外单%20自然曲线后兜%20水磨牛仔裤93_300.jpg,jean
13,http://static.flickr.com/1091/1209535009_645970a5de.jpg,jean
14,http://shortpump.shoptopia.com/files/nab_originals/0_1218666578dc321166.jpg,jean
15,http://z.about.com/d/fashion/1/0/J/v/2/gapsailorjean.jpg,jean
16,http://www.thepopularstore.com/zstore/images/FP%20sailor%20trouser_MED.jpg,jean
17,http://cn.made-in-china.com/image/2f0j01IeAtNTzhJQukM/牛仔裤.jpg,jean
18,http://image.shopzilla.com/resize?sq=160&uid=795625701,jean
19,http://farm3.static.flickr.com/2292/2372250111_3dbe42920c.jpg,jean
20,http://bananarepublic.gap.com/Asset_Archive/BRWeb/content/0001/093/118/assets/denim_WPT.jpg,jean
21,http://farm3.static.flickr.com/2146/2418738369_46b1f8931d.jpg,jean
22,http://ecx.images-amazon.com/images/I/31iAJMB-lQL._SL500_SY225_SX189_.jpg,jean
23,http://www.mandco.com/content/ebiz/mackays/invt/3642526denim/3642526_denim_s.jpg,jean
24,http://www.naturalsofashland.com/Merchant2/graphics/00000001/EF-GCP0145_sm.jpg,jean
25,http://es.dreamstime.com/pantalones-vaqueros-modelo-atractivos-del-diseñador-que-desgastan-thumb8371153.jpg,jean
26,http://www.jeanspassion.com/wp-content/uploads/2007/10/miss-sixty-tulum-stretch-denim-trousers_2.jpg,jean
27,http://s7d2.scene7.com/is/image/EddieBauer/EB08IC_0114161_325C1?$canvas$,jean
28,http://www.svobodastyle.com/ProductImages/holiday20007/CateBlueF.jpg,jean
29,http://www.kaboodle.com/hi/img/b/0/0/3b/0/AAAAC3H2p_AAAAAAADsMsw.jpg,jean
30,http://farm1.static.flickr.com/227/493686862_11aae8a474.jpg,jean
31,http://farm1.static.flickr.com/47/134029948_0dceb14f03.jpg,jean
32,http://farm4.static.flickr.com/3060/3252364526_b3a9793112.jpg,jean
33,http://shopgreenapple.com/images/large/1921_044_loose_fit_trouser_jeans_alt01_lrg.jpg,jean
34,http://www.polyvore.com/cgi/img-thing?.out=jpg&size=l&tid=718025,jean
35,http://www.firstclothinguk.com/images/thumb_LJ7lime.jpg,jean
36,http://cn.made-in-china.com/image/2f0j01pCyakMtRYQqNM/库存牛仔裤（aka-a33p57）.jpg,jean
37,http://img.auctiva.com/imgdata/0/6/0/1/4/9/webimg/191451828_tp.jpg,jean
38,http://cdn.overstock.com/images/products/P10576691.jpg,jean
39,http://i01.c.aliimg.com/news/upload/3000103/1_1195435662012.jpg,jean
40,http://www.rubensmenswear.com/pages/photographs/voi/images/bi-stretch_large.jpg,jean
41,http://2.bp.blogspot.com/_t_79veVuNc4/SUgzbfmWagI/AAAAAAAAA1A/M-7CslUxOm0/s320/WE.bmp,jean
42,http://farm4.static.flickr.com/3153/2686281401_dfe0e7c163.jpg,jean
43,http://farm1.static.flickr.com/176/390711652_b8e0da85f9.jpg,jean
44,http://cn.made-in-china.com/image/2f0j01pMwTLrGPaYqyM/牛仔裤加工.jpg,jean
45,http://www.glowmaternityandbaby.co.uk/images/Distressed%20Jeans,jean
46,http://farm1.static.flickr.com/144/376059097_22280a4f4b.jpg,jean
47,http://farm4.static.flickr.com/3338/3475675421_0521c46247.jpg,jean
48,http://resources.shopstyle.com/pim/4d/44/4d4497e4e16040c80ba6345923656289_medium.jpg,jean
49,http://cn.made-in-china.com/image/2f0j01fvBQCqTWaRgAM/韩版童装牛仔裤（K004）.jpg,jean
50,http://www.jeansbox.nl/wp-content/uploads/2009/04/replay-jeans-5360765-0.jpg,jean
51,http://www.promod.co.uk/images/mock-denim-crop-trousers-faded-trousers-505442-photo.jpg,jean
52,http://www.punkyfish.com/uploads/images/medium/800028denimfront.jpg,jean
53,http://www.mainlinemenswear.co.uk/shopimages/products/normal/22%20ss07%20pics%2020%20052_thumb.jpg,jean
54,http://www.couturecandy.com/store/assets/bluecult/trouser-slate-side.jpg,jean
55,http://www.indiamart.com/flymex/pcat-gifs/products-small/non-denim-pants_10380111.jpg,jean
56,http://www.viatrading.com/assets/Image/Product/detailsbig/CKJeans/CK113.JPG,jean
57,http://www.stylebakery.com/goodiesmt/images/goodies081607-1.jpg,jean
58,http://www.7forallmankind.com/store/productimages/regular/1727_cream_l.jpg,jean
59,http://kcp.imageg.net/graphics/product_images/pKCP-5479647v275.jpg,jean
60,http://img.alibaba.com/photo/51222775/Trousers.jpg,jean
61,http://www.buckle.com/media/images/products/dtl/529547W10005_L6D_dtl_v1_m56577569831532098.jpg,jean
62,http://www.gap.com/Asset_Archive/GPWeb/Assets/Product/488/488587/main/gp488587-00p01v01.jpg,jean
63,http://farm4.static.flickr.com/3325/3317698859_f6cb1d21b5.jpg,jean
64,http://www.myeglobal.com/Photos/10576/200804240832466546299.jpg,jean
65,http://www.shopgoldyn.com/ProductImages/0310pantjeans1.jpg,jean
66,http://img.diytrade.com/cdimg/423447/3129859/0/1215789172/Dsquared_pants_jeans_wear_denim_trousers.jpg,jean
67,http://farm3.static.flickr.com/2068/2099639983_5fff0d07c5.jpg,jean
68,http://sfindiefashion.com/wp-content/uploads/2009/03/indi-denim-trouser-jeans.jpg,jean
69,http://www.gtsoverseas.com/pcat-gifs/products-small/denim-pants.jpg,jean
70,http://www.myellastore.com/products/pre/black%20trouser.jpg,jean
71,http://farm4.static.flickr.com/3132/3138812021_4ebafa8124.jpg,jean
72,http://farm1.static.flickr.com/155/414140813_386f03dc7f.jpg,jean
73,http://svobodastyle.com/images/products/detail/lorif.jpg,jean
74,http://www.dogfunk.com/images/items/medium/MTX/MTX0578/TIG.jpg,jean
75,http://serafinablog.com/petitefashion/wp-content/uploads/2008/08/theory_trousers.png,jean
76,http://farm4.static.flickr.com/3064/2977735462_2e61cb0706.jpg,jean
77,http://cn.made-in-china.com/image/2f0j01zCBaeETdYUrJM/蓝色童装牛仔裤（K003）.jpg,jean
78,http://farm3.static.flickr.com/2179/2146476405_e57908b998.jpg,jean
79,http://www.simplyruff.com/denim_trousers/denim_trouser7_big.jpg,jean
80,http://images.buzzillions.com/images_products/06/48/roxy_kai_trouser_jeans_reviews_1397266_175.jpg,jean
81,http://farm1.static.flickr.com/171/478307709_aca474635f.jpg,jean
82,http://image01.bonprix.de/bonprixbilder/bundles/7er/gross/var1/bf/u0/bfu057x07.jpg,jean
83,http://farm4.static.flickr.com/3168/2658709626_9e1b9e653a.jpg,jean
84,http://www.customlids.co.uk/textiles/spada/pablo/Pablo_small.jpg,jean
85,http://image01.bonprix.de/bonprixbilder/bundles/7er/gross/var1/bg/m0/bgm086x01.jpg,jean
86,http://2.bp.blogspot.com/_i-0-d9lVous/SLV-l-iv-LI/AAAAAAAAAe0/ZMk9rAeEGh4/s320/_5671009+(2).jpg,jean
87,https://www.wwmerc.com/mas_assets/thumb/CM8388.jpg,jean
88,http://farm4.static.flickr.com/3077/3201301384_3036bf4fee.jpg,jean
89,http://www.kaboodle.com/hi/img/2/0/0/8d/8/AAAAAmZqoY4AAAAAAI2N4A.jpg,jean
90,http://www.womansday.com/var/ezflow_site/storage/images/media/galleries-slideshows/10-fall-fashion-must-haves/the-jeans/48326-1-eng-US/The-Jeans_slideshow_image.jpg,jean
91,http://lh4.ggpht.com/_fGzn3KcDhlU/SbEWaOv2qGI/AAAAAAAAFMI/bBm82RUmh20/s576/1410M085-CK原单后口袋绣绕圆浅色男牛仔裤%20蓝_28码到38码(30腰2尺3重660棉).jpg,jean
92,http://www.pinksaloon.com/fashion/assets/product_images/Womens_DenimTRDTrue_Religion_Candice_Body_Rins_md.jpg,jean
93,http://www.tallgirlshop.com/images/ybf806.jpg,jean
94,http://cn.made-in-china.com/image/2f0j01mCbaEoWyhgqQM/牛仔裤-5.jpg,jean
95,http://farm1.static.flickr.com/175/424449938_d4ca9a019b.jpg,jean
96,http://www.geocities.com/pmc_hancock/izaraarts/Clothing/denimoutfitfitted.jpg,jean
97,http://ecx.images-amazon.com/images/I/41Ux7QaterL._AA280_.jpg,jean
98,http://farm3.static.flickr.com/2094/1526161122_be353b1f7d.jpg,jean
99,http://farm4.static.flickr.com/3627/3348873657_daab66af6a.jpg,jean
100,http://www.couturecandy.com/store/assets/misssixty/jeans-2.jpg,jean
101,http://img.99meili.com/99mlimg/2007-02-28/e9cb377e219baccad611fe9ff0edcb20.jpg,jean
102,http://www.kinggee.com.au/catalogue/large/K03390-0.jpg,jean
103,http://lib.store.yahoo.net/lib/denimexpress/58542-3744-m.jpg,jean
104,"http://slimages.macys.com/is/image/MCY/products/6/optimized/504326_fpx.tif?bgc=255,255,255&wid=327&qlt=90,0&layer=comp&op_sharpen=0&resMode=bicub&op_usm=0.7,1.0,0.5,0&fmt=jpeg",jean
105,http://shopbellen.com/dkmanz200.jpg,jean
106,http://quik.imageg.net/graphics/product_images/pQUIK1-5451386t360x480.jpg,jean
107,http://www.kaboodle.com/hi/img/2/0/0/25/a/AAAAAqFMC1MAAAAAACWgag.jpg,jean
